show_id,title,listed_in,description,movie_info
s109,3Below: Tales of Arcadia,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.","3below: tales arcadia kids' tv, tv action adventure, tv sci-fi fantasy crash-landing earth, two royal teen alien run struggle blend human evade intergalactic bounty hunters."
s110,40 Sticks,"International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.","40 sticks international movies, thrillers prison bus crash forest rainy night, group criminal find battling wild animal mysterious killer."
s111,42 Grams,Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.","42 grams documentaries launching successful underground restaurant apartment, ambitious chef wife open all-consuming upscale eatery."
s112,44 Cats,Kids' TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.","44 cats kids' tv paw-esome tale abound singing furry friend lampo, milady, pilou meatball band together."
s113,45 rpm,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.","45 rpm international tv shows, romantic tv shows, spanish-language tv shows 1960s madrid, music producer guillermo rojas launch rock 'n' roll label help aspiring singer robert clever producer maribel."
s114,48 Christmas Wishes,"Children & Family Movies, Comedies","When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.","48 christmas wishes children family movies, comedies small town's letter santa accidentally go smoke, two elf venture north pole retrieve every missing wish."
s115,4L,"Comedies, Dramas, Independent Movies","Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.","4l comedies, dramas, independent movies hoping reunite dying friend, two longtime pal re-create desert road trip spain mali, bringing along estranged daughter."
s116,4th Man Out,"Comedies, LGBTQ Movies","A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they're determined to help him find the right guy.","4th man comedies, lgbtq movies young mechanic come extremely straight best friends. get used idea, they're determined help find right guy."
s117,4th Republic,"Dramas, International Movies, Thrillers","After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.","4th republic dramas, international movies, thrillers election-night murder campaign manager polling site, gubernatorial candidate challenge corrupt incumbent's victory."
s118,5 Cowok Jagoan,"Action & Adventure, Comedies, International Movies",Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.,"5 cowok jagoan action adventure, comedies, international movies yanto asks friend help save girlfriend kidnapped mobster. silly slapstick campy crimefighting ensues."
s119,5 Flights Up,"Comedies, Dramas, Independent Movies","A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.","5 flights comedies, dramas, independent movies couple find unexpected drama when, 40 year living brooklyn walk-up, attempt sell apartment buy new one."
s120,5 Star Christmas,"Comedies, International Movies","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.","5 star christmas comedies, international movies italian prime minister meet lover political rival official trip budapest christmas week, thing go topsy-turvy."
s121,5 to 7,"Comedies, Dramas, Romantic Movies",A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.,"5 7 comedies, dramas, romantic movies young novelist's life turned upside chance encounter outside new york hotel lead intense affair diplomat's wife."
s122,50 First Dates,"Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day.","50 first dates comedies, romantic movies falling pretty art teacher short-term memory, marine veterinarian win every single day."
s123,50/50,"Comedies, Dramas, Independent Movies",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.,"50/50 comedies, dramas, independent movies otherwise healthy twentysomething comically early midlife crisis get slapped cancer diagnosis 50-50 chance survival."
s124,5CM,"Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.","5cm dramas, international movies five friend embark mission climb highest peak java, overcoming obstacle way discovering true meaning friendship."
s125,5Gang,"Comedies, International Movies","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.","5gang comedies, international movies keep band together, selly try earn money making appearance birthday party mobster's daughter — get kidnapped."
